CASE ID,APPLICATIONTYPE,LOANGOAL,REQUESTEDAMOUNT
Application_1856103001,New credit,Car,6000.0
Application_1856708778,New credit,Home improvement,10000.0
Application_1857096322,New credit,"Other, see explanation",16000.0
Application_185750292,New credit,Car,22000.0
Application_1857565231,New credit,Unknown,13500.0
Application_1857968763,Limit raise,Car,20000.0
Application_1858400132,New credit,Car,16000.0
Application_1858410159,New credit,Existing loan takeover,42500.0
Application_1858993401,New credit,Existing loan takeover,6000.0
Application_1859159657,New credit,Existing loan takeover,23500.0
Application_1859331474,New credit,Home improvement,25000.0
Application_1859379497,New credit,Car,10000.0
Application_1859638703,New credit,"Other, see explanation",15000.0
Application_1860949790,New credit,Existing loan takeover,42000.0
Application_1861145766,Limit raise,Home improvement,30000.0
Application_1862076158,New credit,Home improvement,15000.0
Application_1862585299,New credit,Car,5500.0
Application_1862758751,New credit,Home improvement,5000.0
Application_1863217818,New credit,Car,22000.0
Application_1863226004,New credit,Car,18500.0
Application_1863577085,New credit,Tax payments,10000.0
Application_1863738487,New credit,Car,20000.0
Application_1863843995,New credit,Existing loan takeover,50000.0
Application_1864863385,New credit,Not speficied,10000.0
Application_1865110856,New credit,Remaining debt home,35000.0
Application_1865725323,New credit,"Other, see explanation",15000.0
Application_1866179922,New credit,Car,17500.0
Application_1866614061,New credit,Car,7000.0
Application_186667038,New credit,Unknown,0.0
Application_1866718658,New credit,Remaining debt home,10000.0
Application_1867086931,New credit,"Other, see explanation",50000.0
Application_1867480854,New credit,Car,20000.0
Application_1868189446,New credit,Existing loan takeover,20000.0
Application_1869345024,New credit,Car,13000.0
Application_1869620075,New credit,Home improvement,15000.0
Application_1869871087,New credit,"Other, see explanation",30000.0
Application_1870118526,New credit,Home improvement,25000.0
Application_1870154037,New credit,Car,15000.0
Application_1870161219,New credit,Existing loan takeover,27400.0
Application_1870361968,New credit,Existing loan takeover,35000.0
Application_1870457968,New credit,Home improvement,5000.0
Application_187058934,New credit,"Other, see explanation",10000.0
Application_1870666953,New credit,Car,27500.0
Application_1870832132,New credit,Home improvement,25000.0
Application_1870852554,New credit,"Other, see explanation",5000.0
Application_1870931707,New credit,Home improvement,5000.0
Application_1871293757,New credit,Existing loan takeover,15100.0
Application_1871720277,New credit,Home improvement,15000.0
Application_1872345916,New credit,Car,5000.0
Application_1872763214,New credit,Car,9500.0
Application_1872771472,New credit,Home improvement,5000.0
Application_1873172053,New credit,Existing loan takeover,22000.0
Application_1873297327,New credit,Car,30000.0
Application_187390846,New credit,Home improvement,8500.0
Application_1874251546,Limit raise,Existing loan takeover,9400.0
Application_1874927913,New credit,Home improvement,20000.0
Application_1875704008,New credit,Home improvement,25000.0
Application_1875938883,New credit,Car,15000.0
Application_187611464,New credit,Boat,5000.0
Application_1877008365,New credit,Car,15000.0
Application_1878246886,New credit,Existing loan takeover,5000.0
Application_1878485500,Limit raise,Car,0.0
Application_1879252788,Limit raise,Tax payments,0.0
Application_1879695569,New credit,Car,8000.0
Application_1880024094,Limit raise,Extra spending limit,6000.0
Application_188033371,New credit,Car,5000.0
Application_188064935,New credit,Existing loan takeover,25000.0
Application_1882136686,New credit,Existing loan takeover,15000.0
Application_1882231829,New credit,Home improvement,14500.0
Application_1882408870,New credit,Not speficied,15000.0
Application_1883089376,New credit,Existing loan takeover,15000.0
Application_1883784032,New credit,Car,10000.0
Application_1883987686,New credit,Home improvement,30000.0
Application_1884152306,New credit,Car,20000.0
Application_1884761256,New credit,Car,5000.0
Application_1884905979,New credit,Home improvement,20000.0
Application_1885130117,New credit,Unknown,0.0
Application_188576817,Limit raise,"Other, see explanation",35000.0
Application_1886163085,New credit,Existing loan takeover,23000.0
Application_1886188565,New credit,Unknown,0.0
Application_1886366008,New credit,Home improvement,15000.0
Application_1886595681,New credit,Car,5000.0
Application_1886662655,New credit,Car,5000.0
Application_1887225903,New credit,"Other, see explanation",10000.0
Application_1887477394,New credit,Home improvement,15000.0
Application_1887496153,New credit,Car,13000.0
Application_1887563703,New credit,Existing loan takeover,16300.0
Application_1890154784,Limit raise,Home improvement,50000.0
Application_1890348834,New credit,Car,15000.0
Application_1890584729,New credit,Home improvement,10000.0
Application_1890667564,New credit,Home improvement,25000.0
Application_189085643,New credit,Car,15000.0
Application_1890898402,New credit,Home improvement,5000.0
Application_1891076145,New credit,Car,15000.0
Application_1891230341,New credit,Home improvement,10000.0
Application_189161081,New credit,Unknown,0.0
Application_1891680505,New credit,Existing loan takeover,6000.0
Application_1892735991,New credit,Existing loan takeover,18500.0
Application_1892752886,New credit,Remaining debt home,5000.0
Application_1893072922,New credit,Car,5000.0
Application_1893271094,New credit,Remaining debt home,0.0
Application_1893565813,New credit,Not speficied,64000.0
Application_1893724558,New credit,"Other, see explanation",10000.0
Application_1894420545,New credit,Existing loan takeover,25000.0
Application_1894445869,New credit,Car,10000.0
Application_1894462613,New credit,Unknown,0.0
Application_1894599728,New credit,Car,7000.0
Application_1894941461,New credit,Home improvement,75000.0
Application_189501459,Limit raise,"Other, see explanation",25000.0
Application_1895784029,New credit,Existing loan takeover,7000.0
Application_1895804164,New credit,Existing loan takeover,40000.0
Application_1895964056,New credit,Car,7500.0
Application_1896717763,New credit,Existing loan takeover,28000.0
Application_1896780882,New credit,Unknown,0.0
Application_1896949629,New credit,Caravan / Camper,10000.0
Application_1897182857,New credit,Remaining debt home,16500.0
Application_1897975199,New credit,Unknown,0.0
Application_1899230831,New credit,Existing loan takeover,25000.0
Application_1899433995,New credit,Existing loan takeover,7500.0
Application_1899814861,New credit,Car,8000.0
Application_1901752708,New credit,Tax payments,5000.0
Application_1902045530,New credit,"Other, see explanation",60000.0
Application_1902540621,New credit,Unknown,0.0
Application_1902597416,New credit,Not speficied,36000.0
Application_1903371910,New credit,"Other, see explanation",23000.0
Application_1903639475,New credit,Home improvement,10000.0
Application_1904399849,New credit,Not speficied,40000.0
Application_1905113925,New credit,Caravan / Camper,18000.0
Application_190552415,New credit,Home improvement,26000.0
Application_1905977428,New credit,"Other, see explanation",30000.0
Application_1906584253,New credit,Unknown,0.0
Application_1907729053,New credit,Remaining debt home,20000.0
Application_1907764759,New credit,Car,5000.0
Application_1908099632,New credit,Home improvement,15000.0
Application_1908170713,New credit,Car,17000.0
Application_1908199131,New credit,Caravan / Camper,30000.0
Application_1908229857,New credit,Car,5000.0
Application_1908252531,New credit,Car,16500.0
Application_1908282460,New credit,"Other, see explanation",15000.0
Application_1908615777,New credit,Existing loan takeover,41500.0
Application_1908851243,New credit,Home improvement,30000.0
Application_1909395512,New credit,Car,7250.0
Application_1909691284,New credit,"Other, see explanation",60000.0
Application_1909968010,New credit,Car,20000.0
Application_1910304791,Limit raise,Car,15000.0
Application_1911120920,New credit,Existing loan takeover,10800.0
Application_1911127326,Limit raise,Car,10000.0
Application_1911537483,New credit,Boat,25000.0
Application_1911653271,New credit,"Other, see explanation",15800.0
Application_1913241698,New credit,Car,15000.0
Application_1913477338,Limit raise,Car,17000.0
Application_1913503737,New credit,Caravan / Camper,20000.0
Application_1913610903,New credit,Remaining debt home,25000.0
Application_1913809630,New credit,Existing loan takeover,10000.0
Application_1914003486,New credit,Existing loan takeover,15000.0
Application_1915610737,New credit,Unknown,0.0
Application_1916071974,New credit,Unknown,0.0
Application_1916106539,New credit,"Other, see explanation",10000.0
Application_1916112762,New credit,Home improvement,6000.0
Application_1916398049,New credit,Home improvement,5000.0
Application_1916484089,New credit,Car,10000.0
Application_1916810735,New credit,Home improvement,25000.0
Application_1917153092,New credit,Not speficied,20000.0
Application_1918722497,New credit,Car,7000.0
Application_191880695,New credit,Car,8500.0
Application_191933532,New credit,Home improvement,5000.0
Application_1919447067,New credit,Not speficied,10000.0
Application_1919773133,Limit raise,Home improvement,10000.0
Application_1919781366,New credit,Car,14000.0
Application_1919894156,New credit,Unknown,0.0
Application_1919917912,New credit,Home improvement,50000.0
Application_1919971626,Limit raise,Unknown,0.0
Application_192007252,New credit,Car,20000.0
Application_1920137077,New credit,Home improvement,14000.0
Application_19204203,New credit,"Other, see explanation",12500.0
Application_1920728966,Limit raise,Unknown,0.0
Application_1921084759,New credit,Caravan / Camper,18000.0
Application_1921259299,New credit,Caravan / Camper,40000.0
Application_1922011490,New credit,Unknown,0.0
Application_1922166710,New credit,"Other, see explanation",15000.0
Application_1922336058,New credit,Remaining debt home,22000.0
Application_1922497660,New credit,Car,15000.0
Application_1923705639,Limit raise,Car,20000.0
Application_1924012571,New credit,Car,5000.0
Application_1924053629,New credit,Home improvement,10000.0
Application_1924382044,New credit,Remaining debt home,27000.0
Application_1925359371,New credit,Existing loan takeover,5000.0
Application_192544350,New credit,Existing loan takeover,6500.0
Application_1925656530,Limit raise,Car,20000.0
Application_1926351537,New credit,Not speficied,15000.0
Application_1927683874,New credit,Car,20000.0
Application_1928513473,Limit raise,Home improvement,30000.0
Application_1930272371,New credit,Home improvement,22500.0
Application_1930466664,New credit,Home improvement,5000.0
Application_1930665461,New credit,Car,8000.0
Application_1930715945,New credit,Home improvement,35000.0
Application_1931585119,New credit,Car,5000.0
Application_1931792282,New credit,Home improvement,7000.0
Application_1932940940,New credit,"Other, see explanation",17300.0
Application_1934066886,New credit,Existing loan takeover,50000.0
Application_1935391283,New credit,"Other, see explanation",7000.0
Application_19361335,New credit,Car,18000.0
Application_1936143198,New credit,Existing loan takeover,15000.0
Application_1936192427,New credit,Remaining debt home,16613.0
Application_193640719,New credit,Existing loan takeover,10000.0
Application_1938295304,New credit,Car,12500.0
Application_193864920,New credit,Existing loan takeover,30000.0
Application_1938926415,New credit,Existing loan takeover,5000.0
Application_1938983714,Limit raise,"Other, see explanation",19000.0
Application_193925950,New credit,Car,5000.0
Application_1939417730,New credit,Car,20000.0
Application_1939557099,New credit,Existing loan takeover,17000.0
Application_1939640271,New credit,Car,6000.0
Application_1939679303,New credit,Home improvement,20000.0
Application_1940338756,New credit,Existing loan takeover,7500.0
Application_1940454946,New credit,Unknown,0.0
Application_1941259301,New credit,Car,22000.0
Application_1941502227,New credit,Home improvement,15000.0
Application_1942341922,New credit,Car,30000.0
Application_1942386691,Limit raise,Car,7000.0
Application_1942841706,New credit,Car,8000.0
Application_1943685492,Limit raise,Caravan / Camper,0.0
Application_1943739799,New credit,Car,5000.0
Application_1944799016,New credit,Home improvement,10000.0
Application_1944829518,New credit,Extra spending limit,50000.0
Application_1945196347,New credit,Home improvement,15000.0
Application_1946043482,New credit,Home improvement,20000.0
Application_1946326866,New credit,Home improvement,7000.0
Application_194637064,New credit,Car,10000.0
Application_1946698804,New credit,Car,28500.0
Application_1946876557,New credit,"Other, see explanation",50000.0
Application_1947247158,Limit raise,Car,7000.0
Application_1947521179,New credit,Home improvement,15000.0
Application_1948365328,Limit raise,Car,15000.0
Application_1948936271,Limit raise,"Other, see explanation",7000.0
Application_1949069602,New credit,Home improvement,75000.0
Application_1950192873,New credit,Existing loan takeover,27000.0
Application_195023059,New credit,Car,10000.0
Application_1950841103,New credit,Home improvement,5000.0
Application_1951823974,New credit,Home improvement,5000.0
Application_1952297503,New credit,Extra spending limit,10000.0
Application_1952441062,New credit,Car,15000.0
Application_1952516758,New credit,"Other, see explanation",25000.0
Application_1952549224,New credit,"Other, see explanation",75000.0
Application_1952618910,New credit,Existing loan takeover,15000.0
Application_1953005669,New credit,Motorcycle,10000.0
Application_1953530039,New credit,Home improvement,15000.0
Application_1953648387,New credit,Car,25000.0
Application_1954143245,New credit,Car,5000.0
Application_195447073,New credit,Car,12000.0
Application_1954624131,New credit,Car,39000.0
Application_1954964010,New credit,Car,40000.0
Application_1955520751,New credit,Existing loan takeover,5000.0
Application_1956063682,New credit,Home improvement,20000.0
Application_1956665823,Limit raise,Unknown,0.0
Application_1956791928,New credit,"Other, see explanation",5000.0
Application_19569669,New credit,Existing loan takeover,6000.0
Application_1957651168,New credit,Existing loan takeover,38000.0
Application_1957857019,New credit,Car,13000.0
Application_1958128487,New credit,Unknown,0.0
Application_1958962710,New credit,"Other, see explanation",25000.0
Application_1958998844,New credit,Home improvement,27400.0
Application_1959276834,New credit,Unknown,0.0
Application_1959403091,New credit,Home improvement,13500.0
Application_1959536677,New credit,Home improvement,20000.0
Application_1959777138,New credit,Car,24000.0
Application_1959968858,New credit,Unknown,0.0
Application_1960683241,New credit,"Other, see explanation",15000.0
Application_1960710654,New credit,Car,20000.0
Application_1961771482,New credit,Home improvement,30000.0
Application_1961881671,New credit,Unknown,0.0
Application_1962306771,New credit,Car,10000.0
Application_1962983064,New credit,"Other, see explanation",11000.0
Application_196341392,New credit,"Other, see explanation",7500.0
Application_1965485576,New credit,Car,10000.0
Application_196569091,Limit raise,Extra spending limit,10000.0
Application_1966157925,New credit,Home improvement,30000.0
Application_196665701,New credit,Car,7250.0
Application_1966757636,New credit,Home improvement,15000.0
Application_196690776,New credit,Remaining debt home,21000.0
Application_1967344868,New credit,Car,5000.0
Application_1967731097,New credit,Existing loan takeover,8000.0
Application_1968005554,New credit,Unknown,0.0
Application_1968028154,New credit,Car,15000.0
Application_1968129303,Limit raise,Car,20000.0
Application_1968217912,New credit,Car,30000.0
Application_1968905973,New credit,Car,8000.0
Application_1969146161,New credit,Unknown,0.0
Application_1969647067,New credit,Home improvement,15000.0
Application_1970573889,New credit,Tax payments,20000.0
Application_1971362714,New credit,Existing loan takeover,25000.0
Application_1971489687,New credit,Existing loan takeover,7000.0
Application_1971510566,New credit,Unknown,0.0
Application_1971831087,New credit,Remaining debt home,16000.0
Application_1972712480,New credit,"Other, see explanation",15000.0
Application_1973462456,New credit,Existing loan takeover,15500.0
Application_1973866793,New credit,Unknown,0.0
Application_1974444755,New credit,Home improvement,0.0
Application_1974491539,New credit,Home improvement,30000.0
Application_1974600217,New credit,Car,5000.0
Application_197488628,New credit,Car,10000.0
Application_1974968061,New credit,Car,15000.0
Application_1975081369,New credit,Extra spending limit,5000.0
Application_1975269949,New credit,Not speficied,15000.0
Application_1975895085,New credit,Extra spending limit,0.0
Application_1977188812,New credit,Existing loan takeover,6000.0
Application_1977245249,New credit,Car,11500.0
Application_1977502639,Limit raise,Car,18000.0
Application_1978317827,Limit raise,Existing loan takeover,15000.0
Application_1978395445,New credit,Unknown,0.0
Application_1979136807,New credit,"Other, see explanation",5000.0
Application_1979422650,New credit,Car,10000.0
Application_197976312,New credit,Existing loan takeover,50000.0
Application_1980412246,New credit,Car,15250.0
Application_1980450039,New credit,Car,29000.0
Application_1980514261,New credit,Car,10000.0
Application_1980887074,New credit,Home improvement,19000.0
Application_1981094567,New credit,Home improvement,10750.0
Application_1981460904,New credit,Car,9000.0
Application_1981500950,New credit,"Other, see explanation",5000.0
Application_1982597468,Limit raise,Tax payments,50000.0
Application_1982733114,New credit,Car,5000.0
Application_1982999758,New credit,Home improvement,5000.0
Application_1983575333,New credit,Existing loan takeover,9000.0
Application_1983689717,New credit,Car,8000.0
Application_1983927912,New credit,Car,10000.0
Application_1985641637,New credit,Extra spending limit,40000.0
Application_1986875818,Limit raise,Existing loan takeover,35000.0
Application_1987259833,New credit,Existing loan takeover,15000.0
Application_1987590560,New credit,Existing loan takeover,22500.0
Application_1988526324,New credit,Existing loan takeover,18000.0
Application_1988724493,New credit,Home improvement,30000.0
Application_1989734883,New credit,Home improvement,60000.0
Application_198974740,New credit,Car,7000.0
Application_1989747549,New credit,Car,5000.0
Application_19902638,New credit,Home improvement,45000.0
Application_1990955384,New credit,Home improvement,5000.0
Application_199184776,New credit,Car,7500.0
Application_1992130871,New credit,Existing loan takeover,5000.0
Application_1992768285,New credit,Home improvement,60000.0
Application_1993223899,New credit,Existing loan takeover,25000.0
Application_1993419132,New credit,Car,5000.0
Application_1994051200,New credit,Car,10000.0
Application_1994587458,New credit,Boat,45000.0
Application_199480038,New credit,Car,0.0
Application_1995092888,Limit raise,Home improvement,28000.0
Application_1995400489,New credit,Existing loan takeover,42000.0
Application_199560590,New credit,Not speficied,35000.0
Application_199627637,Limit raise,Unknown,15500.0
Application_1996645459,New credit,Car,8000.0
Application_1996896814,New credit,Home improvement,10000.0
Application_1997359367,New credit,Home improvement,15000.0
Application_1997637081,New credit,Unknown,0.0
Application_1998015552,New credit,Car,10000.0
Application_1998036485,Limit raise,Home improvement,29000.0
Application_1998068638,New credit,Car,5000.0
Application_1998100072,New credit,Existing loan takeover,10000.0
Application_1998967284,New credit,Car,8500.0
Application_1998993456,New credit,Existing loan takeover,25000.0
Application_1999778046,New credit,Car,6000.0
Application_200000547,New credit,Remaining debt home,6000.0
Application_2000018435,New credit,"Other, see explanation",75000.0
Application_2000251811,New credit,Unknown,0.0
Application_2000355414,New credit,Car,10000.0
Application_2000696976,New credit,Existing loan takeover,15000.0
Application_2001168002,New credit,Existing loan takeover,8000.0
Application_2001201675,New credit,Existing loan takeover,7000.0
Application_2001770354,Limit raise,Home improvement,11000.0
Application_2002111319,New credit,Existing loan takeover,7300.0
Application_2002172336,New credit,Car,13000.0
Application_2003062161,New credit,Existing loan takeover,30000.0
Application_2003953465,Limit raise,Unknown,0.0
Application_2004065293,New credit,Existing loan takeover,25000.0
Application_2005183817,New credit,Unknown,0.0
Application_2006322272,New credit,Not speficied,19500.0
Application_2007002789,New credit,Existing loan takeover,17000.0
Application_2007854937,New credit,Not speficied,8000.0
Application_2009636245,New credit,Unknown,0.0
Application_2010223346,New credit,"Other, see explanation",75000.0
Application_2010286573,New credit,Home improvement,5000.0
Application_2010493482,New credit,Car,6000.0
Application_2011518740,New credit,"Other, see explanation",50000.0
Application_201219153,Limit raise,Home improvement,39000.0
Application_201230314,New credit,Car,0.0
Application_2012588584,New credit,Unknown,0.0
Application_2012887903,Limit raise,Extra spending limit,35000.0
Application_2013582711,New credit,Home improvement,46000.0
Application_2013806316,New credit,Car,5000.0
Application_2013858966,Limit raise,Existing loan takeover,17000.0
Application_2014123088,New credit,Home improvement,15000.0
Application_2015139370,New credit,Home improvement,20000.0
Application_2015283867,New credit,Home improvement,5500.0
Application_2015286613,New credit,Existing loan takeover,15000.0
Application_2015423706,New credit,Car,12000.0
Application_2015493284,New credit,Existing loan takeover,20000.0
Application_2015777874,New credit,Car,20000.0
Application_201608764,New credit,Car,20000.0
Application_2016133951,New credit,Car,6500.0
Application_2016299275,New credit,Not speficied,15000.0
Application_2017246170,Limit raise,Home improvement,7500.0
Application_2017963788,New credit,Existing loan takeover,35000.0
Application_201839146,New credit,Home improvement,11000.0
Application_2018452703,New credit,Home improvement,15000.0
Application_2019039986,New credit,Home improvement,5000.0
Application_2019969184,Limit raise,Motorcycle,30000.0
Application_202087955,New credit,Car,20000.0
Application_2021325909,New credit,Home improvement,20000.0
Application_2022277549,New credit,"Other, see explanation",5000.0
Application_2023108021,New credit,Extra spending limit,0.0
Application_2023183746,New credit,Unknown,0.0
Application_2023800195,New credit,Car,15000.0
Application_2024229345,New credit,Car,5000.0
Application_2024261695,New credit,"Other, see explanation",8500.0
Application_2024529302,New credit,Car,8250.0
Application_2024937943,New credit,Car,10000.0
Application_2024966703,New credit,Existing loan takeover,45000.0
Application_2025293576,New credit,"Other, see explanation",25000.0
Application_2026256988,New credit,Existing loan takeover,38000.0
Application_2026854646,New credit,Home improvement,0.0
Application_2027439644,New credit,Car,5000.0
Application_2028489444,New credit,Car,5500.0
Application_2029075838,New credit,Home improvement,7000.0
Application_2029271670,New credit,Home improvement,10000.0
Application_2030298659,Limit raise,Car,12500.0
Application_2030495798,New credit,Unknown,0.0
Application_2031362002,New credit,"Other, see explanation",8000.0
Application_2031600035,New credit,"Other, see explanation",0.0
Application_2031722279,New credit,Car,10000.0
Application_2032298723,New credit,Remaining debt home,30000.0
Application_203309822,New credit,Unknown,0.0
Application_2033211562,New credit,Car,6000.0
Application_2033632210,New credit,Existing loan takeover,7500.0
Application_2033977705,New credit,Unknown,0.0
Application_2034229687,New credit,Car,6500.0
Application_2034562541,Limit raise,"Other, see explanation",25000.0
Application_2034562996,New credit,Motorcycle,6000.0
Application_2034665751,New credit,Motorcycle,6000.0
Application_2035073842,New credit,Home improvement,20000.0
Application_2035306547,New credit,Existing loan takeover,5000.0
Application_2036172797,New credit,Extra spending limit,15000.0
Application_2036273868,New credit,Existing loan takeover,6750.0
Application_2036467555,New credit,Unknown,0.0
Application_2036474370,New credit,Home improvement,37500.0
Application_2036987744,New credit,Home improvement,5000.0
Application_2037088925,New credit,Not speficied,10000.0
Application_203747837,New credit,Existing loan takeover,15000.0
Application_2038208736,New credit,Home improvement,15000.0
Application_2038249469,New credit,Home improvement,9000.0
Application_2038392140,New credit,Car,5000.0
Application_203882577,New credit,"Other, see explanation",10000.0
Application_2038889080,New credit,Car,30000.0
Application_2040478111,New credit,Home improvement,8000.0
Application_2040526338,New credit,Car,25000.0
Application_2040988132,New credit,Existing loan takeover,34000.0
Application_2042761377,New credit,Car,12300.0
Application_2042825617,New credit,Car,5000.0
Application_2042900155,New credit,Home improvement,10000.0
Application_2043671550,New credit,Car,5000.0
Application_2043967522,New credit,Home improvement,20000.0
Application_2044127692,Limit raise,Car,12500.0
Application_2044627196,New credit,"Other, see explanation",10000.0
Application_2045034660,New credit,Unknown,0.0
Application_2045042705,New credit,"Other, see explanation",5000.0
Application_2045163694,New credit,Motorcycle,5800.0
Application_2045194309,New credit,Home improvement,15000.0
Application_2045284368,New credit,Car,35000.0
Application_2046266647,New credit,Home improvement,30000.0
Application_2048261328,New credit,Existing loan takeover,17000.0
Application_2048411605,New credit,Home improvement,10000.0
Application_2048723122,New credit,Not speficied,10000.0
Application_2048775828,New credit,Home improvement,15000.0
Application_2048851600,New credit,Car,15000.0
Application_2049668515,New credit,Unknown,0.0
Application_2049877276,New credit,Home improvement,25000.0
Application_2050054509,New credit,Remaining debt home,19500.0
Application_2050465991,New credit,Car,5000.0
Application_2051137276,New credit,Car,7500.0
Application_2051551258,New credit,"Other, see explanation",60000.0
Application_2051690593,New credit,"Other, see explanation",5000.0
Application_2051951033,New credit,Home improvement,15000.0
Application_2052097606,New credit,Car,6000.0
Application_2052349775,New credit,Unknown,0.0
Application_2052460683,New credit,Home improvement,40000.0
Application_2052500677,Limit raise,Car,15000.0
Application_2053360998,New credit,Tax payments,15000.0
Application_2053390692,New credit,Home improvement,20000.0
Application_2053396630,New credit,Home improvement,9000.0
Application_205371665,New credit,Existing loan takeover,6500.0
Application_2055348620,New credit,Home improvement,10000.0
Application_2055536976,New credit,Home improvement,47110.0
Application_2056189065,New credit,Unknown,0.0
Application_2056604415,New credit,Not speficied,5000.0
Application_2057580453,New credit,Unknown,0.0
Application_2057887171,Limit raise,Car,15000.0
Application_2058348157,New credit,Existing loan takeover,7000.0
Application_2058695641,New credit,Unknown,0.0
Application_205944769,New credit,Unknown,0.0
Application_2059872739,New credit,Not speficied,20000.0
Application_2060015801,New credit,Unknown,0.0
Application_2060232450,New credit,Existing loan takeover,5000.0
Application_2061020149,New credit,Existing loan takeover,0.0
Application_2061710675,New credit,Home improvement,7500.0
Application_2061861849,New credit,Existing loan takeover,21500.0
Application_2062350182,New credit,Existing loan takeover,30000.0
Application_2062383409,New credit,Existing loan takeover,20000.0
Application_2062960220,New credit,Car,12500.0
Application_2063058616,New credit,Unknown,0.0
Application_2063334713,New credit,Existing loan takeover,7000.0
Application_2063746491,New credit,Existing loan takeover,25000.0
Application_2064294962,New credit,Car,5000.0
Application_2065212129,New credit,Existing loan takeover,65500.0
Application_2067372278,New credit,"Other, see explanation",17000.0
Application_2067516303,New credit,Existing loan takeover,25000.0
Application_2067643312,New credit,Home improvement,0.0
Application_2067823240,New credit,Home improvement,47500.0
Application_2068306837,New credit,Existing loan takeover,10000.0
Application_2068443797,New credit,Car,13500.0
Application_2068952032,New credit,Car,16000.0
Application_2070123392,New credit,Car,15000.0
Application_2070124537,New credit,Home improvement,7500.0
Application_2070285221,New credit,Car,16500.0
Application_2070389081,Limit raise,Home improvement,30000.0
Application_2070562676,New credit,Home improvement,25000.0
Application_2070835006,New credit,Existing loan takeover,21000.0
Application_207196479,New credit,Home improvement,50000.0
Application_2072055182,New credit,Car,16000.0
Application_2072227038,New credit,Caravan / Camper,12000.0
Application_2072468842,New credit,Car,35000.0
Application_2072649253,New credit,Home improvement,15000.0
Application_2072748868,New credit,Home improvement,30000.0
Application_2072884912,New credit,Existing loan takeover,6000.0
Application_207339459,New credit,Existing loan takeover,25000.0
Application_2073760361,New credit,"Other, see explanation",15000.0
Application_2074047705,New credit,Car,10000.0
Application_2075927775,New credit,Home improvement,15000.0
Application_2076688465,New credit,Existing loan takeover,10000.0
Application_2077213998,New credit,Existing loan takeover,21000.0
Application_2077390677,New credit,Car,0.0
Application_2077594957,New credit,Boat,35000.0
Application_2078746048,New credit,Car,6500.0
Application_2079930724,New credit,Home improvement,5000.0
Application_208007173,New credit,Car,15000.0
Application_2080271302,New credit,Home improvement,10000.0
Application_2081029751,New credit,Remaining debt home,15000.0
Application_2081270236,New credit,"Other, see explanation",9750.0
Application_2081284121,New credit,Existing loan takeover,17000.0
Application_2081468177,New credit,Existing loan takeover,30000.0
Application_2081785037,New credit,Existing loan takeover,67000.0
Application_2082072199,New credit,Home improvement,5000.0
Application_2082499091,New credit,Existing loan takeover,25000.0
Application_2082623215,Limit raise,Car,22500.0
Application_2083175501,New credit,Unknown,0.0
Application_2083246665,New credit,Car,5000.0
Application_2083619106,New credit,Existing loan takeover,35000.0
Application_2084447947,New credit,Car,10000.0
Application_2084774321,New credit,Existing loan takeover,15000.0
Application_2085277055,New credit,Existing loan takeover,5000.0
Application_2085304191,New credit,Existing loan takeover,35000.0
Application_208564412,Limit raise,Home improvement,25000.0
Application_2086306319,New credit,Existing loan takeover,45000.0
Application_2086832446,New credit,Existing loan takeover,14000.0
Application_2087481623,New credit,Car,24000.0
Application_2088099791,New credit,Car,12500.0
Application_2088464691,New credit,Car,0.0
Application_2088969676,New credit,Home improvement,35000.0
Application_2089121798,New credit,Existing loan takeover,31000.0
Application_2089315207,New credit,Car,10000.0
Application_2089954598,New credit,Existing loan takeover,5000.0
Application_2090028578,New credit,Car,30000.0
Application_2090210070,New credit,Existing loan takeover,10000.0
Application_2090354534,New credit,Car,17000.0
Application_2090569723,New credit,Home improvement,7000.0
Application_2090870692,New credit,"Other, see explanation",5000.0
Application_2091185104,New credit,Tax payments,5000.0
Application_2092033905,Limit raise,Home improvement,45000.0
Application_209271407,Limit raise,Home improvement,35000.0
Application_2092883533,New credit,Car,5000.0
Application_209353363,New credit,Existing loan takeover,30000.0
Application_2093742439,New credit,Existing loan takeover,60000.0
Application_2094088113,New credit,Home improvement,39000.0
Application_2094179036,New credit,"Other, see explanation",15000.0
Application_2094397461,New credit,Car,15000.0
Application_2095052447,New credit,"Other, see explanation",5000.0
Application_2095055090,New credit,Home improvement,25000.0
Application_2095339995,New credit,Existing loan takeover,30000.0
Application_2096021197,New credit,Unknown,0.0
Application_2096320878,New credit,Car,16000.0
Application_209668210,New credit,Existing loan takeover,7000.0
Application_2096883387,New credit,Home improvement,15000.0
Application_2097665847,New credit,Existing loan takeover,5000.0
Application_2097685514,New credit,Existing loan takeover,15000.0
Application_2097890008,New credit,Existing loan takeover,15000.0
Application_2098447669,New credit,Car,16000.0
Application_2098518347,New credit,"Other, see explanation",25000.0
Application_2098536936,New credit,Existing loan takeover,44000.0
Application_2098987392,New credit,Car,6000.0
Application_209920715,New credit,Home improvement,11000.0
Application_2099297268,New credit,Motorcycle,0.0
Application_2099334395,New credit,Home improvement,40000.0
Application_2099367250,New credit,Home improvement,5000.0
Application_2099584058,New credit,Car,18000.0
Application_2099935440,New credit,Home improvement,40000.0
Application_2100396348,New credit,Car,5000.0
Application_2100403086,New credit,Home improvement,15000.0
Application_2100612556,New credit,Home improvement,15000.0
Application_2100776308,New credit,Car,15000.0
Application_2100809239,Limit raise,"Other, see explanation",36000.0
