Case ID,Application Type,Loan Goal,Requested Amount,First Credit Score,Last Credit Score,Having Call to Complete Application,Number of Offers,First Offer,Last Offer,First Offers Monthly Cost,Last Offers Monthly Cost,Throughput Times,Results
"Application_1875704008","New credit","Home improvement",25000,0,0,0,1,25000,25000,261.48,261.48,30.68581018518519,"Cancelled by client"
"Application_1875938883","New credit","Car",15000,885,885,0,1,15000,15000,300.77,300.77,14.66199074074074,"Successful completion"
"Application_187611464","New credit","Boat",5000,936,936,0,1,5500,5500,61.93,61.93,7.784664351851852,"Successful completion"
"Application_1877008365","New credit","Car",15000,0,0,0,2,15000,15000,394.13,400,34.35523148148148,"Cancelled by client"
"Application_1878246886","New credit","Existing loan takeover",5000,0,0,0,1,5000,5000,97.40000000000001,97.40000000000001,17.87141203703704,"Denied by the bank"
"Application_1878485500","Limit raise","Car",0,0,0,0,1,25000,25000,500,500,8.855682870370371,"Successful completion"
"Application_1879252788","Limit raise","Tax payments",0,0,0,1,1,14000,14000,220,220,13.08868055555556,"Successful completion"
"Application_1879695569","New credit","Car",8000,0,0,0,2,8000,8000,250,250.86,31.89361111111111,"Cancelled by client"
"Application_1880024094","Limit raise","Extra spending limit",6000,0,0,0,1,6000,6000,100,100,32.46310185185185,"Cancelled by client"
"Application_188033371","New credit","Car",5000,0,0,0,1,5000,5000,100,100,32.92321759259259,"Cancelled by client"
"Application_188064935","New credit","Existing loan takeover",25000,0,0,0,1,25000,25000,250,250,31.91887731481481,"Cancelled by client"
"Application_1882136686","New credit","Existing loan takeover",15000,0,0,0,1,15000,15000,448.17,448.17,19.73386574074074,"Denied by the bank"
"Application_1882231829","New credit","Home improvement",14500,0,0,0,1,14500,14500,154.36,154.36,31.70962962962963,"Cancelled by client"
"Application_1882408870","New credit","Not speficied",15000,0,0,0,1,15000,15000,278.38,278.38,29.73725694444444,"Denied by the bank"
"Application_1883089376","New credit","Existing loan takeover",15000,0,0,0,2,15000,15000,497.07,545.6,31.7881712962963,"Cancelled by client"
"Application_1883784032","New credit","Car",10000,782,782,0,1,10000,10000,300.07,300.07,14.07527777777778,"Successful completion"
"Application_1883987686","New credit","Home improvement",30000,991,991,0,1,30000,30000,350,350,12.7084837962963,"Successful completion"
"Application_1884152306","New credit","Car",20000,0,640,0,3,20000,12500,371.17,375.09,33.88412037037037,"Successful completion"
"Application_1884761256","New credit","Car",5000,806,0,0,2,5000,5000,100,100.25,9.833703703703703,"Successful completion"
"Application_1884905979","New credit","Home improvement",20000,0,0,0,1,20000,20000,200,200,33.10806712962963,"Denied by the bank"
"Application_1885130117","New credit","Unknown",0,0,0,1,1,7000,7000,215,215,46.96584490740741,"Cancelled by client"
"Application_188576817","Limit raise","Other, see explanation",35000,0,0,0,1,35000,35000,500,500,14.06337962962963,"Successful completion"
"Application_1886163085","New credit","Existing loan takeover",23000,0,0,0,1,23000,23000,431.86,431.86,13.69109953703704,"Denied by the bank"
"Application_1886188565","New credit","Unknown",0,894,894,1,1,50000,50000,509.11,509.11,17.78673611111111,"Successful completion"
"Application_1886366008","New credit","Home improvement",15000,931,931,0,1,15000,15000,444.96,444.96,20.52260416666667,"Successful completion"
"Application_1886595681","New credit","Car",5000,0,0,0,1,5000,5000,222.31,222.31,30.82997685185185,"Cancelled by client"
"Application_1886662655","New credit","Car",5000,0,0,0,2,5000,5000,50,75,30.80613425925926,"Cancelled by client"
"Application_1887225903","New credit","Other, see explanation",10000,0,0,1,2,10000,10000,189.08,106.46,12.40383101851852,"Denied by the bank"
"Application_1887477394","New credit","Home improvement",15000,717,0,0,2,15000,15000,150,150,14.70232638888889,"Successful completion"
"Application_1887496153","New credit","Car",13000,821,821,0,1,37400,37400,391.18,391.18,14.78673611111111,"Successful completion"
"Application_1887563703","New credit","Existing loan takeover",16300,0,908,0,2,17000,16300,504.28,483.52,30.76490740740741,"Successful completion"
"Application_1890154784","Limit raise","Home improvement",50000,899,899,0,1,50000,50000,500,500,10.23800925925926,"Successful completion"
"Application_1890348834","New credit","Car",15000,979,979,0,1,10000,10000,477,477,59.51600694444444,"Successful completion"
"Application_1890584729","New credit","Home improvement",10000,0,0,1,2,10000,5900,149.86,150.56,39.9360300925926,"Cancelled by client"
"Application_1890667564","New credit","Home improvement",25000,734,734,0,1,25000,25000,300,300,18.55685185185185,"Successful completion"
"Application_189085643","New credit","Car",15000,0,816,0,2,15000,15000,158.98,158.98,12.83045138888889,"Successful completion"
"Application_1890898402","New credit","Home improvement",5000,924,924,0,1,10000,10000,108.81,108.81,15.99506944444444,"Successful completion"
"Application_1891076145","New credit","Car",15000,1027,1027,1,1,15000,15000,200,200,9.812592592592592,"Successful completion"
"Application_1891230341","New credit","Home improvement",10000,883,883,0,1,10000,10000,106.46,106.46,16.99847222222222,"Successful completion"
"Application_189161081","New credit","Unknown",0,931,931,0,1,15000,15000,150,150,12.75934027777778,"Successful completion"
"Application_1891680505","New credit","Existing loan takeover",6000,0,0,0,1,6000,6000,120.3,120.3,14.73512731481481,"Cancelled by client"
"Application_1892735991","New credit","Existing loan takeover",18500,921,921,0,1,18500,18500,250,250,8.68113425925926,"Successful completion"
"Application_1892752886","New credit","Remaining debt home",5000,0,0,0,1,5000,5000,300,300,33.75891203703704,"Cancelled by client"
"Application_1893072922","New credit","Car",5000,0,0,0,1,5000,5000,100,100,31.73553240740741,"Cancelled by client"
"Application_1893271094","New credit","Remaining debt home",0,0,0,0,2,20000,20000,205.49,151.1,18.62033564814815,"Cancelled by client"
"Application_1893565813","New credit","Not speficied",64000,0,0,0,1,64000,64000,651.66,651.66,7.872546296296297,"Cancelled by client"
"Application_1893724558","New credit","Other, see explanation",10000,762,0,1,2,10000,10000,200,200.01,11.66530092592593,"Successful completion"
"Application_1894420545","New credit","Existing loan takeover",25000,892,892,0,1,25000,25000,250,250,8.142835648148148,"Successful completion"
"Application_1894445869","New credit","Car",10000,0,0,0,1,10000,10000,119.99,119.99,3.839988425925926,"Cancelled by client"
"Application_1894462613","New credit","Unknown",0,0,0,0,1,33500,33500,341.11,341.11,30.87571759259259,"Cancelled by client"
"Application_1894599728","New credit","Car",7000,865,865,0,1,7000,7000,140,140,7.880590277777777,"Successful completion"
"Application_1894941461","New credit","Home improvement",75000,979,979,0,1,75000,75000,763.67,763.67,20.73546296296296,"Successful completion"
"Application_189501459","Limit raise","Other, see explanation",25000,0,0,0,2,21400,16500,250,250,10.79090277777778,"Successful completion"
"Application_1895784029","New credit","Existing loan takeover",7000,775,775,0,1,7000,7000,165.4,165.4,11.85413194444445,"Successful completion"
"Application_1895804164","New credit","Existing loan takeover",40000,889,0,0,2,40000,40000,407.29,400,28.46990740740741,"Successful completion"
"Application_1895964056","New credit","Car",7500,1011,1011,0,1,7500,7500,150,150,14.75846064814815,"Successful completion"
"Application_1896717763","New credit","Existing loan takeover",28000,823,0,0,2,28000,5000,280,50,31.70677083333333,"Successful completion"
"Application_1896780882","New credit","Unknown",0,970,970,0,1,12000,12000,526.89,526.89,13.04005787037037,"Successful completion"
"Application_1896949629","New credit","Caravan / Camper",10000,1076,0,0,2,10000,10000,180,180,10.62678240740741,"Successful completion"
"Application_1897182857","New credit","Remaining debt home",16500,985,0,0,2,16500,16500,124.66,169.53,27.31565972222222,"Successful completion"
"Application_1897975199","New credit","Unknown",0,0,0,1,1,41200,41200,419.51,419.51,27.99980324074074,"Cancelled by client"
"Application_1899230831","New credit","Existing loan takeover",25000,849,849,0,1,20000,20000,205.49,205.49,30.98372685185185,"Successful completion"
"Application_1899433995","New credit","Existing loan takeover",7500,0,0,0,1,7500,7500,150,150,6.482581018518519,"Denied by the bank"
"Application_1899814861","New credit","Car",8000,0,0,1,1,8000,8000,250.86,250.86,54.67391203703703,"Cancelled by client"
"Application_1901752708","New credit","Tax payments",5000,0,735,0,3,52000,50707,529.48,516.3099999999999,37.88111111111111,"Successful completion"
"Application_1902045530","New credit","Other, see explanation",60000,0,0,0,1,60000,60000,747.95,747.95,32.58704861111111,"Cancelled by client"
"Application_1902540621","New credit","Unknown",0,979,979,0,1,12000,12000,360.08,360.08,7.045034722222222,"Successful completion"
"Application_1902597416","New credit","Not speficied",36000,0,0,0,2,36000,52000,799.5,796.97,32.88806712962963,"Cancelled by client"
"Application_1903371910","New credit","Other, see explanation",23000,0,966,0,3,23000,25000,522.55,739.45,13.71424768518519,"Successful completion"
"Application_1903639475","New credit","Home improvement",10000,0,0,0,1,10000,10000,106.46,106.46,31.45760416666667,"Cancelled by client"
"Application_1904399849","New credit","Not speficied",40000,0,0,0,2,40000,40000,1749.44,1739.16,46.163125,"Cancelled by client"
"Application_1905113925","New credit","Caravan / Camper",18000,0,0,0,2,18000,18000,184.94,185,5.221921296296296,"Cancelled by client"
"Application_190552415","New credit","Home improvement",26000,0,726,0,2,26000,26000,264.74,264.74,27.81027777777778,"Successful completion"
"Application_1905977428","New credit","Other, see explanation",30000,842,842,0,1,30000,30000,313.78,313.78,10.64681712962963,"Successful completion"
"Application_1906584253","New credit","Unknown",0,0,0,0,1,28200,28200,287.14,287.14,30.53217592592593,"Cancelled by client"
"Application_1907729053","New credit","Remaining debt home",20000,0,801,0,3,20000,20000,210.12,292.56,34.29836805555556,"Successful completion"
"Application_1907764759","New credit","Car",5000,0,0,0,1,5000,5000,152.82,152.82,16.91439814814815,"Denied by the bank"
"Application_1908099632","New credit","Home improvement",15000,781,781,0,1,15000,15000,154.11,154.11,14.85950231481482,"Successful completion"
"Application_1908170713","New credit","Car",17000,0,0,1,2,17000,10000,507.93,302.21,36.43659722222223,"Cancelled by client"
"Application_1908199131","New credit","Caravan / Camper",30000,921,921,1,1,30000,30000,313.78,313.78,12.78153935185185,"Successful completion"
"Application_1908229857","New credit","Car",5000,0,0,0,1,5500,5500,198.66,198.66,42.52582175925926,"Cancelled by client"
"Application_1908252531","New credit","Car",16500,0,0,1,1,16500,16500,306.21,306.21,39.10572916666667,"Cancelled by client"
"Application_1908282460","New credit","Other, see explanation",15000,894,894,0,1,15000,15000,175,175,18.1841087962963,"Successful completion"
"Application_1908615777","New credit","Existing loan takeover",41500,0,0,0,3,41500,50000,434.06,500,30.79677083333333,"Cancelled by client"
"Application_1908851243","New credit","Home improvement",30000,938,938,0,1,30000,30000,300,300,16.02833333333333,"Successful completion"
"Application_1909395512","New credit","Car",7250,0,0,0,1,7250,7250,246.77,246.77,19.7190162037037,"Denied by the bank"
"Application_1909691284","New credit","Other, see explanation",60000,0,0,0,2,60000,60000,610.9299999999999,600,30.5944212962963,"Cancelled by client"
"Application_1909968010","New credit","Car",20000,0,0,0,1,18000,18000,180,180,30.79059027777778,"Cancelled by client"
"Application_1910304791","Limit raise","Car",15000,0,0,0,1,15000,15000,650,650,7.537280092592592,"Successful completion"
"Application_1911120920","New credit","Existing loan takeover",10800,812,812,0,1,10000,10000,500,500,24.98520833333333,"Successful completion"
"Application_1911127326","Limit raise","Car",10000,0,0,0,1,7000,7000,300,300,31.51709490740741,"Cancelled by client"
"Application_1911537483","New credit","Boat",25000,0,0,0,1,16000,16000,300.43,300.43,32.55776620370371,"Cancelled by client"
"Application_1911653271","New credit","Other, see explanation",15800,0,0,0,1,15800,15800,497.9,497.9,7.025069444444444,"Cancelled by client"
"Application_1913241698","New credit","Car",15000,1059,1059,0,1,15000,15000,225,225,12.9125,"Successful completion"
"Application_1913477338","Limit raise","Car",17000,0,0,0,1,17000,17000,170,170,9.965231481481482,"Successful completion"
"Application_1913503737","New credit","Caravan / Camper",20000,0,0,0,1,20000,20000,292.56,292.56,9.622291666666667,"Denied by the bank"
"Application_1913610903","New credit","Remaining debt home",25000,0,994,0,3,25000,20100,250,151.86,47.7178587962963,"Successful completion"
"Application_1913809630","New credit","Existing loan takeover",10000,857,857,0,1,10000,10000,106.46,106.46,19.07403935185185,"Successful completion"
"Application_1914003486","New credit","Existing loan takeover",15000,960,960,0,1,15000,15000,150,150,28.76238425925926,"Successful completion"
"Application_1915610737","New credit","Unknown",0,0,920,0,2,15300,10000,297.34,300.07,18.8974537037037,"Successful completion"
"Application_1916071974","New credit","Unknown",0,0,0,0,2,23000,23000,367.62,274.22,30.78174768518518,"Cancelled by client"
"Application_1916106539","New credit","Other, see explanation",10000,1001,1001,1,1,10000,10000,100,100,12.07631944444444,"Successful completion"
"Application_1916112762","New credit","Home improvement",6000,0,975,1,2,6000,6000,267.8,266.77,19.52748842592593,"Successful completion"
"Application_1916398049","New credit","Home improvement",5000,934,934,0,1,5000,5000,100,100,10.53222222222222,"Successful completion"
"Application_1916484089","New credit","Car",10000,0,0,0,2,6000,10000,100.33,106.46,24.59542824074074,"Denied by the bank"
"Application_1916810735","New credit","Home improvement",25000,0,0,1,1,25000,25000,250,250,25.3028587962963,"Cancelled by client"
"Application_1917153092","New credit","Not speficied",20000,0,0,0,2,20000,22900,205.49,235.28,17.54126157407407,"Denied by the bank"
"Application_1918722497","New credit","Car",7000,1006,1006,1,1,7000,7000,278.79,278.79,25.38199074074074,"Successful completion"
"Application_191880695","New credit","Car",8500,0,0,0,4,13500,9000,597.9400000000001,400,16.71903935185185,"Cancelled by client"
"Application_191933532","New credit","Home improvement",5000,0,0,0,1,5000,5000,120.36,120.36,32.50731481481481,"Cancelled by client"
"Application_1919447067","New credit","Not speficied",10000,1100,0,0,2,10000,10000,189.08,200,13.57530092592593,"Successful completion"
"Application_1919773133","Limit raise","Home improvement",10000,0,0,0,1,10000,10000,300,300,32.76282407407408,"Cancelled by client"
"Application_1919781366","New credit","Car",14000,0,624,0,4,14000,14000,152.33,152.33,11.00576388888889,"Successful completion"
"Application_1919894156","New credit","Unknown",0,0,958,0,2,26500,27500,324.51,336.76,32.73435185185186,"Successful completion"
"Application_1919917912","New credit","Home improvement",50000,0,879,0,2,48000,48000,886.62,587.8,23.89944444444444,"Successful completion"
"Application_1919971626","Limit raise","Unknown",0,0,0,0,1,45000,45000,500,500,32.96091435185186,"Cancelled by client"
"Application_192007252","New credit","Car",20000,0,835,0,2,20000,15000,315.77,278.38,8.639837962962963,"Successful completion"
"Application_1920137077","New credit","Home improvement",14000,0,0,0,1,15000,15000,300,300,31.64137731481481,"Cancelled by client"
"Application_19204203","New credit","Other, see explanation",12500,743,0,0,2,12500,12500,133.07,133.07,15.55680555555556,"Successful completion"
"Application_1920728966","Limit raise","Unknown",0,852,852,0,1,28000,28000,350,350,16.17064814814815,"Successful completion"
"Application_1921084759","New credit","Caravan / Camper",18000,839,839,1,1,18000,18000,337.98,337.98,7.984444444444445,"Successful completion"
"Application_1921259299","New credit","Caravan / Camper",40000,0,1073,1,2,75000,50000,763.67,509.11,20.95105324074074,"Successful completion"
"Application_1922011490","New credit","Unknown",0,0,0,0,1,41500,41500,422.56,422.56,30.82146990740741,"Cancelled by client"
"Application_1922166710","New credit","Other, see explanation",15000,0,0,0,1,15000,15000,340.8,340.8,12.88210648148148,"Denied by the bank"
"Application_1922336058","New credit","Remaining debt home",22000,0,0,0,1,22000,22000,408.29,408.29,17.17726851851852,"Denied by the bank"
"Application_1922497660","New credit","Car",15000,0,1030,0,2,15000,25000,150,250,8.234259259259259,"Successful completion"
"Application_1923705639","Limit raise","Car",20000,0,0,0,1,20000,20000,200,200,14.08740740740741,"Successful completion"
"Application_1924012571","New credit","Car",5000,1071,1071,0,1,5000,5000,97.40000000000001,97.40000000000001,6.661087962962963,"Successful completion"
"Application_1924053629","New credit","Home improvement",10000,752,752,1,1,10000,10000,439.07,439.07,8.793761574074074,"Successful completion"
"Application_1924382044","New credit","Remaining debt home",27000,0,0,1,2,27000,30000,270,300,22.80519675925926,"Cancelled by client"
"Application_1925359371","New credit","Existing loan takeover",5000,0,0,0,1,5000,5000,118.15,118.15,8.071377314814814,"Denied by the bank"
"Application_192544350","New credit","Existing loan takeover",6500,0,0,0,1,6500,6500,153.59,153.59,10.75546296296296,"Denied by the bank"
"Application_1925656530","Limit raise","Car",20000,0,0,0,1,20000,20000,200,200,16.16030092592593,"Successful completion"
"Application_1926351537","New credit","Not speficied",15000,844,844,0,1,14000,14000,140,140,7.713020833333333,"Successful completion"
"Application_1927683874","New credit","Car",20000,0,0,0,1,20000,20000,371.17,371.17,34.80581018518519,"Cancelled by client"
"Application_1928513473","Limit raise","Home improvement",30000,0,0,1,1,30000,30000,300,300,48.21001157407407,"Denied by the bank"
"Application_1930272371","New credit","Home improvement",22500,0,0,0,1,15000,15000,154.11,154.11,32.47163194444445,"Cancelled by client"
"Application_1930466664","New credit","Home improvement",5000,0,793,1,2,5000,5000,431.05,431.05,62.73684027777778,"Successful completion"
"Application_1930665461","New credit","Car",8000,862,862,0,1,8000,8000,155.83,155.83,10.06967592592593,"Successful completion"
"Application_1930715945","New credit","Home improvement",35000,0,0,0,1,30500,30500,319.01,319.01,32.86763888888889,"Cancelled by client"
"Application_1931585119","New credit","Car",5000,0,0,1,2,5000,10000,50,100,78.68758101851851,"Cancelled by client"
"Application_1931792282","New credit","Home improvement",7000,0,0,0,1,7000,7000,166.62,166.62,2.191863425925926,"Denied by the bank"
"Application_1932940940","New credit","Other, see explanation",17300,0,0,0,2,25000,10000,250,200,20.02623842592592,"Cancelled by client"
"Application_1934066886","New credit","Existing loan takeover",50000,0,878,0,2,50000,50000,522.97,500,28.68394675925926,"Successful completion"
"Application_1935391283","New credit","Other, see explanation",7000,987,987,0,1,7000,7000,140,140,8.487835648148149,"Successful completion"
"Application_19361335","New credit","Car",18000,908,908,0,1,18000,18000,184.94,184.94,11.80664351851852,"Successful completion"
"Application_1936143198","New credit","Existing loan takeover",15000,878,878,0,1,15200,15200,303.46,303.46,12.04032407407407,"Successful completion"
"Application_1936192427","New credit","Remaining debt home",16613,0,0,0,2,16613,16700,125.51,126.17,33.69409722222223,"Cancelled by client"
"Application_193640719","New credit","Existing loan takeover",10000,863,863,0,1,10000,10000,189.08,189.08,22.48569444444444,"Successful completion"
"Application_1938295304","New credit","Car",12500,0,0,0,1,12500,12500,236.35,236.35,30.88667824074074,"Cancelled by client"
"Application_193864920","New credit","Existing loan takeover",30000,0,945,0,2,30000,26000,300,300,26.93638888888889,"Successful completion"
"Application_1938926415","New credit","Existing loan takeover",5000,0,0,0,1,5000,5000,150,150,30.74753472222222,"Cancelled by client"
"Application_1938983714","Limit raise","Other, see explanation",19000,0,0,1,1,22000,22000,350,350,15.15916666666667,"Successful completion"
"Application_193925950","New credit","Car",5000,0,0,0,1,5000,5000,97.40000000000001,97.40000000000001,31.64467592592593,"Cancelled by client"
"Application_1939417730","New credit","Car",20000,0,982,0,2,20000,20000,345.59,345.59,18.65375,"Successful completion"
"Application_1939557099","New credit","Existing loan takeover",17000,924,924,0,1,17000,17000,175,175,43.17454861111111,"Successful completion"
"Application_1939640271","New credit","Car",6000,0,0,0,1,6000,6000,100,100,16.79667824074074,"Denied by the bank"
"Application_1939679303","New credit","Home improvement",20000,0,0,1,1,20000,20000,300,300,7.838240740740741,"Denied by the bank"
"Application_1940338756","New credit","Existing loan takeover",7500,0,0,0,1,7500,7500,75,75,30.71107638888889,"Cancelled by client"
"Application_1940454946","New credit","Unknown",0,0,0,0,1,29900,29900,366.15,366.15,30.9071875,"Cancelled by client"
"Application_1941259301","New credit","Car",22000,0,909,0,3,22000,22000,220,226.03,11.83813657407407,"Successful completion"
"Application_1941502227","New credit","Home improvement",15000,775,775,0,1,15000,15000,150,150,11.04359953703704,"Successful completion"
"Application_1942341922","New credit","Car",30000,981,981,0,1,30000,30000,300,300,13.06288194444445,"Successful completion"
"Application_1942386691","Limit raise","Car",7000,0,0,0,1,7000,7000,100,100,9.017303240740741,"Successful completion"
"Application_1942841706","New credit","Car",8000,820,820,0,1,8000,8000,288.97,288.97,9.041585648148148,"Successful completion"
"Application_1943685492","Limit raise","Caravan / Camper",0,0,0,0,1,9000,9000,180,180,12.86092592592593,"Successful completion"
"Application_1943739799","New credit","Car",5000,979,979,1,1,5000,5000,152.82,152.82,10.58086805555556,"Successful completion"
"Application_1944799016","New credit","Home improvement",10000,0,0,0,1,10000,10000,100,100,9.831087962962963,"Denied by the bank"
"Application_1944829518","New credit","Extra spending limit",50000,0,847,0,2,50000,50000,522.97,509.11,15.05055555555556,"Successful completion"
"Application_1945196347","New credit","Home improvement",15000,0,0,0,1,15000,15000,150,150,30.88648148148148,"Cancelled by client"
"Application_1946043482","New credit","Home improvement",20000,980,980,1,1,20000,20000,205.49,205.49,22.87118055555555,"Successful completion"
"Application_1946326866","New credit","Home improvement",7000,1000,1000,0,1,7000,7000,252.85,252.85,7.592349537037037,"Successful completion"
"Application_194637064","New credit","Car",10000,0,0,0,1,10000,10000,189.08,189.08,31.68283564814815,"Cancelled by client"
"Application_1946698804","New credit","Car",28500,0,0,0,7,28500,17500,447.46,200.39,26.99945601851852,"Successful completion"
"Application_1946876557","New credit","Other, see explanation",50000,0,0,0,2,50000,50000,936.65,522.97,32.84475694444444,"Cancelled by client"
"Application_1947247158","Limit raise","Car",7000,0,0,0,1,7000,7000,70,70,12.20929398148148,"Successful completion"
"Application_1947521179","New credit","Home improvement",15000,913,913,0,1,15000,15000,154.11,154.11,15.84520833333333,"Successful completion"
"Application_1948365328","Limit raise","Car",15000,0,0,0,1,12000,12000,240,240,20.47190972222222,"Successful completion"
"Application_1948936271","Limit raise","Other, see explanation",7000,0,0,0,1,7000,7000,300,300,10.98439814814815,"Successful completion"
"Application_1949069602","New credit","Home improvement",75000,0,0,0,1,75000,75000,763.67,763.67,4.777337962962963,"Cancelled by client"
"Application_1950192873","New credit","Existing loan takeover",27000,931,931,0,1,26800,26800,280.31,280.31,20.03645833333333,"Successful completion"
"Application_195023059","New credit","Car",10000,0,1016,0,2,10000,10000,191.27,191.27,32.14956018518519,"Successful completion"
"Application_1950841103","New credit","Home improvement",5000,0,0,0,1,5000,5000,50,50,30.5452662037037,"Cancelled by client"
"Application_1951823974","New credit","Home improvement",5000,0,0,1,2,5000,5000,291.87,291.87,44.89606481481481,"Denied by the bank"
"Application_1952297503","New credit","Extra spending limit",10000,1013,1013,0,1,10000,10000,249.58,249.58,11.54751157407407,"Successful completion"
"Application_1952441062","New credit","Car",15000,0,0,0,1,15000,15000,157.59,157.59,31.57133101851852,"Cancelled by client"
"Application_1952516758","New credit","Other, see explanation",25000,0,0,0,2,25000,25000,392.51,400,46.72461805555555,"Cancelled by client"
"Application_1952549224","New credit","Other, see explanation",75000,0,0,0,1,75000,75000,763.67,763.67,8.857893518518518,"Cancelled by client"
"Application_1952618910","New credit","Existing loan takeover",15000,1025,1025,0,1,15000,15000,150,150,4.425844907407408,"Successful completion"
"Application_1953005669","New credit","Motorcycle",10000,1050,1050,0,1,10000,10000,163.64,163.64,31.71398148148148,"Successful completion"
"Application_1953530039","New credit","Home improvement",15000,922,922,0,1,15000,15000,198.74,198.74,32.78916666666667,"Successful completion"
"Application_1953648387","New credit","Car",25000,0,0,0,1,25000,25000,250,250,5.616527777777778,"Cancelled by client"
"Application_1954143245","New credit","Car",5000,0,0,0,1,5000,5000,200,200,7.005520833333334,"Cancelled by client"
"Application_195447073","New credit","Car",12000,0,0,0,1,12000,12000,150,150,30.61101851851852,"Cancelled by client"
"Application_1954624131","New credit","Car",39000,0,0,1,1,40000,40000,407.29,407.29,17.17819444444444,"Denied by the bank"
"Application_1954964010","New credit","Car",40000,0,814,0,3,40000,40000,500,500,47.71944444444444,"Successful completion"
"Application_1955520751","New credit","Existing loan takeover",5000,754,0,0,2,5000,5000,200,199.14,28.71123842592593,"Successful completion"
"Application_1956063682","New credit","Home improvement",20000,0,0,0,3,20000,25000,200,254.56,33.93666666666667,"Cancelled by client"
"Application_1956665823","Limit raise","Unknown",0,0,0,0,1,40000,40000,400,400,27.26313657407407,"Successful completion"
"Application_1956791928","New credit","Other, see explanation",5000,1067,1067,0,1,5000,5000,75.23,75.23,13.05143518518519,"Successful completion"
"Application_19569669","New credit","Existing loan takeover",6000,870,870,0,1,6000,6000,183.39,183.39,33.96917824074074,"Successful completion"
"Application_1957651168","New credit","Existing loan takeover",38000,0,0,0,1,38000,38000,386.93,386.93,25.65,"Denied by the bank"
"Application_1957857019","New credit","Car",13000,0,0,0,1,45000,45000,842.98,842.98,22.76341435185185,"Denied by the bank"
"Application_1958128487","New credit","Unknown",0,0,0,0,1,40000,40000,407.29,407.29,30.54017361111111,"Cancelled by client"
"Application_1958962710","New credit","Other, see explanation",25000,0,0,0,2,11000,13545,253.72,312.42,36.8649537037037,"Denied by the bank"
"Application_1958998844","New credit","Home improvement",27400,0,0,0,2,27400,28500,401.03,399.39,31.90881944444444,"Cancelled by client"
"Application_1959276834","New credit","Unknown",0,954,954,0,1,32000,32000,325.83,325.83,11.57380787037037,"Successful completion"
"Application_1959403091","New credit","Home improvement",13500,953,0,0,2,15000,13500,154.11,143.72,27.79515046296296,"Successful completion"
"Application_1959536677","New credit","Home improvement",20000,1031,0,0,2,20000,20000,205.49,200,49.74143518518518,"Successful completion"
"Application_1959777138","New credit","Car",24000,920,920,0,1,25000,25000,565.83,565.83,27.83457175925926,"Successful completion"
"Application_1959968858","New credit","Unknown",0,0,0,0,1,5000,5000,100,100,32.74591435185185,"Cancelled by client"
"Application_1960683241","New credit","Other, see explanation",15000,0,0,0,2,15000,15000,220.76,219.42,32.81938657407407,"Cancelled by client"
"Application_1960710654","New credit","Car",20000,1073,1073,0,1,20000,20000,302.24,302.24,5.715474537037037,"Successful completion"
"Application_1961771482","New credit","Home improvement",30000,0,0,0,2,30000,30000,305.47,305.47,39.42273148148148,"Cancelled by client"
"Application_1961881671","New credit","Unknown",0,945,945,0,1,35000,35000,462.16,462.16,12.23931712962963,"Successful completion"
"Application_1962306771","New credit","Car",10000,1088,1088,0,1,10000,10000,200,200,10.22915509259259,"Successful completion"
"Application_1962983064","New credit","Other, see explanation",11000,0,0,0,1,11000,11000,299.52,299.52,0.9976041666666666,"Denied by the bank"
"Application_196341392","New credit","Other, see explanation",7500,832,832,1,1,7500,7500,146.09,146.09,10.86010416666667,"Successful completion"
"Application_1965485576","New credit","Car",10000,0,0,0,1,10000,10000,161.42,161.42,4.654305555555555,"Cancelled by client"
"Application_196569091","Limit raise","Extra spending limit",10000,0,800,1,2,12000,10000,120,100,32.05011574074074,"Successful completion"
"Application_1966157925","New credit","Home improvement",30000,0,0,0,1,30000,30000,305.47,305.47,33.32356481481482,"Cancelled by client"
"Application_196665701","New credit","Car",7250,0,0,0,2,7000,6000,165.4,141.78,3.560810185185185,"Cancelled by client"
"Application_1966757636","New credit","Home improvement",15000,0,0,0,2,15000,25000,154.11,254.56,31.519375,"Cancelled by client"
"Application_196690776","New credit","Remaining debt home",21000,0,0,0,1,21000,21000,215.76,215.76,22.09490740740741,"Denied by the bank"
"Application_1967344868","New credit","Car",5000,0,0,0,2,26700,25000,267,250,31.49802083333334,"Cancelled by client"
"Application_1967731097","New credit","Existing loan takeover",8000,1001,1001,0,1,8000,8000,298.17,298.17,23.52820601851852,"Successful completion"
"Application_1968005554","New credit","Unknown",0,0,0,0,2,20000,30000,250,313.78,8.948784722222221,"Denied by the bank"
"Application_1968028154","New credit","Car",15000,0,0,0,1,15000,15000,300,300,4.219386574074074,"Cancelled by client"
"Application_1968129303","Limit raise","Car",20000,0,0,0,1,20000,20000,250,250,3.124097222222222,"Successful completion"
"Application_1968217912","New credit","Car",30000,0,964,0,2,30000,30000,300,300,10.05290509259259,"Successful completion"
"Application_1968905973","New credit","Car",8000,0,0,0,1,8000,8000,200.12,200.12,14.72751157407407,"Denied by the bank"
"Application_1969146161","New credit","Unknown",0,0,0,0,1,8800,8800,110,110,30.62702546296296,"Cancelled by client"
"Application_1969647067","New credit","Home improvement",15000,969,969,0,1,15000,15000,653.47,653.47,27.13751157407408,"Successful completion"
